id,prix
4206_train,22.28279695008425
7679_train,23.721003379910346
8397_train,22.963597244529613
6429_train,22.67749120775736
5303_train,22.838459243740747
4350_train,10.735767232840974
7170_train,22.011065020958288
7078_train,23.415737435924914
3686_train,11.202511117245397
336_train,22.56569863402294
653_train,22.987617104901094
6436_train,11.29177189420918
5037_train,20.884898727822677
2159_train,23.206093776597502
6247_train,40.76454108828805
1978_train,25.88202828032556
6106_train,22.252569467416127
7671_train,11.92533403399759
7884_train,24.227347149140062
2436_train,23.638671550613456
8264_train,27.334466675388487
3790_train,24.490615332329273
1641_train,24.11654285082952
7162_train,24.73094826861527
86_train,28.508097062677937
648_train,10.610254894743068
5266_train,22.227580076670368
8048_train,8.810891430975264
6243_train,25.413880778306723
2040_train,26.97765383287808
8080_train,24.094320728361
5915_train,19.922521787467506
2525_train,25.58918174083121
515_train,3.601593672622788
4075_train,26.934871894836053
5_train,35.764471573206926
6751_train,24.20237375688632
5169_train,28.769712065613223
4600_train,27.199359864204983
6336_train,23.045404314621212
891_train,22.652419678958925
4880_train,26.58440881484896
5871_train,19.830562174674217
6700_train,25.390990054734377
1240_train,28.0435013941071
2647_train,26.347413637359953
978_train,21.69584710311503
7028_train,22.8611058214203
7769_train,27.12624217235609
1012_train,26.83465875464501
533_train,27.92017644222253
8442_train,21.53804431349747
1433_train,22.105099316167273
7662_train,31.774282067203988
4744_train,29.562090898228437
1633_train,26.03377296834262
2550_train,23.41982818636936
3198_train,31.17440689827092
4593_train,25.99606681880434
7001_train,28.29224114778228
2203_train,23.771582961378247
1313_train,31.87322997834892
155_train,30.33390663017528
8527_train,33.09224641838703
5406_train,29.249603958659666
6242_train,28.628707531524217
4488_train,14.746390033372538
3075_train,30.392166984039452
2727_train,20.157772940733796
1063_train,18.771639156043623
5880_train,23.09228276910037
8023_train,31.41990171993277
4176_train,20.43628136750087
2224_train,25.695477657810645
6624_train,48.25353923530677
4927_train,31.23758974764971
5103_train,29.271749665499758
4307_train,28.74240879668398
1456_train,19.558877987035178
439_train,32.35068160744161
7151_train,34.20543199350252
4920_train,25.864889787427476
4379_train,22.503251623628987
4841_train,33.024168959445184
5976_train,21.70333112933915
3902_train,38.988333532795174
5082_train,24.15201619468755
1188_train,20.597864403626975
1002_train,24.470408807804436
7067_train,25.065442428405024
6362_train,21.15000503816302
1146_train,21.844866710050358
5819_train,19.313851417338103
7802_train,22.539166073552426
2265_train,23.48875267719743
4617_train,27.684603998616897
3544_train,12.808607337157103
6777_train,33.1398856612552
4673_train,22.168009782447573
1901_train,21.10105538496757
2934_train,31.451421505514393
4348_train,22.96175552078532
1473_train,22.374882316425303
6296_train,24.22090449699792
5100_train,46.07691891695615
3677_train,23.90651627368536
2669_train,28.87189502965086
6285_train,32.545255298439976
4412_train,25.390990054734377
3225_train,31.82496729499437
1228_train,18.808774668029603
5785_train,23.69306122174496
6355_train,24.50622501882501
6453_train,24.456891380429827
883_train,35.25215521897665
2942_train,29.463467732163938
2963_train,24.584144902653154
3433_train,27.629828736016155
4172_train,32.47306531988327
4499_train,22.594862034461787
7454_train,26.088226157536358
3586_train,32.06740873642159
2916_train,30.23987310199775
3189_train,29.6341323855788
8137_train,19.854665820025932
4904_train,26.273502151632076
6228_train,28.854020550764492
7955_train,18.01760035660593
2057_train,4.69483612155202
4187_train,17.012477760324348
5347_train,35.17941451410773
6583_train,22.99175512686381
6262_train,29.19441106429915
3327_train,26.659871431887243
933_train,31.3033661814454
2736_train,24.31655733412956
8146_train,42.20908079523836
2323_train,31.60895934247421
2566_train,36.70124328614222
5691_train,34.45470619592127
7890_train,21.014767952821078
2837_train,19.7690848280665
4579_train,50.82248279973758
5803_train,26.55658659307412
2418_train,23.483047513848962
7413_train,23.62946452713115
7427_train,3.177711807167019
1677_train,5.183446989224852
7594_train,53.584443417702666
2903_train,23.95087263981006
2499_train,26.18674953378397
7423_train,32.72222077491936
3145_train,37.84207890424771
157_train,20.60819355751048
6790_train,20.64206225297423
5111_train,40.781502199771445
7858_train,8.111005763615342
3316_train,38.5558283704788
4426_train,22.270938452658104
3221_train,20.4441255103786
5227_train,41.058855798303945
7289_train,27.13657070050724
6859_train,20.819506324657798
6310_train,2.7843824901549157
4486_train,25.723234687092575
4217_train,23.924985555645637
3410_train,24.53072649508724
5997_train,21.301677971500997
5582_train,30.36494129844252
1241_train,22.362381395917712
810_train,19.889191002240498
1463_train,40.04144163706699
3100_train,29.370167958031036
8169_train,26.26863229755438
5509_train,23.036846953827283
5148_train,31.628222955046315
3618_train,20.510967296756665
4851_train,37.337732290184455
7977_train,22.226600061408337
3925_train,27.510084847720666
3799_train,28.275886156862928
5746_train,21.5038354901528
1239_train,23.86777949682912
7431_train,23.333599861803325
5732_train,21.509218906144472
5927_train,29.75779020152297
7690_train,21.654488492470794
7574_train,24.433928139105067
8427_train,19.24750112311924
1568_train,24.58999828584385
8185_train,36.01497459167624
7115_train,22.689403018948017
7599_train,27.806324835056532
8136_train,21.876023729918618
8493_train,20.28132775775632
7766_train,38.22943473130474
